id,strategy_execution_id,exchange,symbol,side,size_in_asset,liquidation_price,open_close,open_time,close_time,pnl,accrued_funding,close_reason
1,e5f3fe0d-e761-4945-b30f-b9f998466344,HMX,SOL,Long,15.3516072978833,170.416464866533,Close,"2024-06-06 17:22:39.244333","2024-06-06 17:24:09.900992",-0.0997509342236017,-0.00807562776797323,NO_LONGER_PROFITABLE
2,e5f3fe0d-e761-4945-b30f-b9f998466344,Synthetix,SOL,Short,-15.347,206.179278320917,Close,"2024-06-06 17:22:39.244333","2024-06-06 17:24:13.616051",-0.738411164552822,0.00834044639591471,NO_LONGER_PROFITABLE
3,d3269f5d-5445-48f1-bae5-74d2a5024d59,HMX,SOL,Long,15.1855142707103,170.618888296198,Close,"2024-06-06 17:58:06.975042","2024-06-07 00:28:54.021459",21.0058960558147,-1.28944178761315,TEST
4,d3269f5d-5445-48f1-bae5-74d2a5024d59,Synthetix,SOL,Short,-15.183,206.428763620224,Close,"2024-06-06 17:58:06.975042","2024-06-07 00:28:57.681570",-20.7647630109168,1.29766186631454,TEST
